ID,Тип,Артикул,"GTIN, UPC, EAN или ISBN",Имя,Опубликован,Рекомендуемый?,Видимость в каталоге,Краткое описание,Описание,Дата начала действия скидки,Дата окончания действия скидки,Статус налога,Налоговый класс,Наличие,Запасы,Величина малых запасов,Возможен ли предзаказ?,Продано индивидуально?,Вес (кг),Длина (см),Ширина (см),Высота (см),Разрешить отзывы от клиентов?,Примечание к покупке,Акционная цена,Базовая цена,Категории,Метки,Класс доставки,Изображения,Лимит скачивания,Дней срока скачивания,Родительский,Сгруппированные товары,Апсэлы,Кросселы,Внешний URL,Текст кнопки,Позиция,Бренды,Название атрибута 1,Значения атрибутов 1,Видимость атрибута 1,Глобальный атрибут 1,Название атрибута 2,Значения атрибутов 2,Видимость атрибута 2,Глобальный атрибут 2,Название атрибута 3,Значения атрибутов 3,Видимость атрибута 3,Глобальный атрибут 3,Название атрибута 4,Значения атрибутов 4,Видимость атрибута 4,Глобальный атрибут 4,Название атрибута 5,Значения атрибутов 5,Видимость атрибута 5,Глобальный атрибут 5,Название атрибута 6,Значения атрибутов 6,Видимость атрибута 6,Глобальный атрибут 6,Название атрибута 7,Значения атрибутов 7,Видимость атрибута 7,Глобальный атрибут 7,Название атрибута 8,Значения атрибутов 8,Видимость атрибута 8,Глобальный атрибут 8,Название атрибута 9,Значения атрибутов 9,Видимость атрибута 9,Глобальный атрибут 9,Название атрибута 10,Значения атрибутов 10,Видимость атрибута 10,Глобальный атрибут 10,Метка Meta: _yoast_wpseo_focuskw,Метка Meta: _yoast_wpseo_title
,variation,30629206_42,,"""кроссовки со вставками - 42""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,42,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_42,,"""кроссовки со вставками - 42""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,316.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,42,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_42,,"""кроссовки со вставками - 42""",1,,visible,,,,,taxable,parent,1,17,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,42,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_42,,"""кроссовки со вставками - 42""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,317.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,42,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_42,,"""кроссовки со вставками - 42""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,319.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,42,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_43,,"""кроссовки со вставками - 43""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,43,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_43,,"""кроссовки со вставками - 43""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,316.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,43,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_43,,"""кроссовки со вставками - 43""",1,,visible,,,,,taxable,parent,1,17,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,43,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_43,,"""кроссовки со вставками - 43""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,317.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,43,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_43,,"""кроссовки со вставками - 43""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,319.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,43,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_44,,"""кроссовки со вставками - 44""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,44,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_44,,"""кроссовки со вставками - 44""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,316.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,44,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_44,,"""кроссовки со вставками - 44""",1,,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,44,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_44,,"""кроссовки со вставками - 44""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,317.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,44,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_44,,"""кроссовки со вставками - 44""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,319.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,44,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_45,,"""кроссовки со вставками - 45""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,316.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,45,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_45,,"""кроссовки со вставками - 45""",1,,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,45,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_45,,"""кроссовки со вставками - 45""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,317.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,45,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_45,,"""кроссовки со вставками - 45""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,319.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,45,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_46,,"""кроссовки со вставками - 46""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,316.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,46,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_46,,"""кроссовки со вставками - 46""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,46,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_46,,"""кроссовки со вставками - 46""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,319.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,46,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_47,,"""кроссовки со вставками - 47""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,47,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,27582434,,кроссовки Gel-1130 Sheet Rock Black,1,0,visible,кроссовки Gel-1130 Sheet Rock Black,"антрацитово-серый шнуровка спереди полоски Tiger закругленный носок язычок с логотипом стелька с логотипом резиновая подошва знаковая технология TRUSSTIC™ знаковая технология GEL™ Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/27/58/24/34/27582434_58563553_1000.jpg,,,,,,,,,,ASICS,Размер,"6, 6.5, 7",1,1,Цвет,"SHEET ROCK/BLACK, серый",1,1,Артикул,1203A633,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,ASICS,1,1,,,,,,,,,,,,,,,,,,
,variation,27582434_6,,"""кроссовки Gel-1130 Sheet Rock Black - 6""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,169.0,,,,"""https://cdn-images.farfetch-contents.com/27/58/24/34/27582434_58563553_1000.jpg""",,,27582434,,,,,,,,Размер,6,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27582434_6.5,,"""кроссовки Gel-1130 Sheet Rock Black - 6.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,169.0,,,,"""https://cdn-images.farfetch-contents.com/27/58/24/34/27582434_58563553_1000.jpg""",,,27582434,,,,,,,,Размер,6.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27582434_7,,"""кроссовки Gel-1130 Sheet Rock Black - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,169.0,,,,"""https://cdn-images.farfetch-contents.com/27/58/24/34/27582434_58563553_1000.jpg""",,,27582434,,,,,,,,Размер,7,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27582434_7,,"""кроссовки Gel-1130 Sheet Rock Black - 7""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,169.0,,,,"""https://cdn-images.farfetch-contents.com/27/58/24/34/27582434_58563553_1000.jpg""",,,27582434,,,,,,,,Размер,7,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,31378062,,кроссовки CloudSwift 4,1,0,visible,кроссовки CloudSwift 4,светло-серый шнуровка петля для подтягивания низкая модель,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg,,,,,,,,,,On Running,Размер,"7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13",1,1,Цвет," WOLF / BLACK, серый, черный",1,1,Артикул,3MF10133275,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,On Running,1,1,,,,,,,,,,,,,,,,,,
,variation,31378062_7,,"""кроссовки CloudSwift 4 - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,7,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_7.5,,"""кроссовки CloudSwift 4 - 7.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,7.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_8,,"""кроссовки CloudSwift 4 - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,8,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_8.5,,"""кроссовки CloudSwift 4 - 8.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,8.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_9,,"""кроссовки CloudSwift 4 - 9""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,9,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_9.5,,"""кроссовки CloudSwift 4 - 9.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,9.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_10,,"""кроссовки CloudSwift 4 - 10""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,10,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_10.5,,"""кроссовки CloudSwift 4 - 10.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,10.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_11,,"""кроссовки CloudSwift 4 - 11""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,11,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_11.5,,"""кроссовки CloudSwift 4 - 11.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,11.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_12,,"""кроссовки CloudSwift 4 - 12""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,12,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_12.5,,"""кроссовки CloudSwift 4 - 12.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,12.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31378062_13,,"""кроссовки CloudSwift 4 - 13""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,188.0,,,,"""https://cdn-images.farfetch-contents.com/31/37/80/62/31378062_60886117_1000.jpg""",,,31378062,,,,,,,,Размер,13,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,29565163,,кроссовки Yamano 3,1,0,visible,кроссовки Yamano 3,темно-синий шнуровка спереди логотип на стельке,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/29/56/51/63/29565163_58894848_1000.jpg,,,,,,,,,,FLOWER MONTAIN,Размер,"40, 45",1,1,Цвет,"BLUE-GREY, синий, серый",1,1,Артикул,2017816BLUE/GREY#29426421,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,FLOWER MONTAIN,1,1,,,,,,,,,,,,,,,,,,
,variation,29565163_40,,"""кроссовки Yamano 3 - 40""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,256.0,,,,"""https://cdn-images.farfetch-contents.com/29/56/51/63/29565163_58894848_1000.jpg""",,,29565163,,,,,,,,Размер,40,1,1,Цвет,синий,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,29565163_45,,"""кроссовки Yamano 3 - 45""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,227.0,,,,"""https://cdn-images.farfetch-contents.com/29/56/51/63/29565163_58894848_1000.jpg""",,,29565163,,,,,,,,Размер,45,1,1,Цвет,синий,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,24433524,,кроссовки 2002R,1,0,visible,кроссовки 2002R,черный/разноцветный телячья кожа дизайн со вставками сетчатые вставки светоотражающие детали нашивка с логотипом сбоку вышитый логотип спереди нашивка с логотипом на язычке логотип на пятке перфорация закругленный носок шнуровка спереди сетчатая подкладка уплотненная щиколотка стелька с логотипом массивная резиновая подошва подошва с технологией N-ergy,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/24/43/35/24/24433524_54559703_1000.jpg,,,,,,,,,,New Balance,Размер,"6, 7",1,1,Цвет,"черный, NERO",1,1,Артикул,M2002RPO#22745993,1,1,Пол,Мужской,1,1,Сезон,AW24,1,1,Бренд,New Balance,1,1,,,,,,,,,,,,,,,,,,
,variation,24433524_6,,"""кроссовки 2002R - 6""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,118.0,,,,"""https://cdn-images.farfetch-contents.com/24/43/35/24/24433524_54559703_1000.jpg""",,,24433524,,,,,,,,Размер,6,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24433524_7,,"""кроссовки 2002R - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,118.0,,,,"""https://cdn-images.farfetch-contents.com/24/43/35/24/24433524_54559703_1000.jpg""",,,24433524,,,,,,,,Размер,7,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,30032095,,кроссовки Progrid Omni 9,1,0,visible,кроссовки Progrid Omni 9,пепельно-серый шнуровка спереди массивная резиновая подошва дизайн колор-блок,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/30/03/20/95/30032095_59361310_1000.jpg,,,,,,,,,,Saucony,Размер,"8, 8.5, 9, 9.5, 12",1,1,Цвет,"SILVER / GOLD, серый",1,1,Артикул,S70739-9,1,1,Пол,Унисекс,1,1,Сезон,AW25,1,1,Бренд,Saucony,1,1,,,,,,,,,,,,,,,,,,
